Date,ADBE - Adobe,AMD - AMD,AMZN - Amazon,CSCO - Cisco,GOOGL - Google,INTC - Intel,MSFT - Microsoft,NFLX - Netflix,NVDA - Nvidia,SBUX - Starbucks,TSLA - Tesla
2/2/1982,,3.270833254,,,,0.263020843,,,,,
2/3/1982,,3.104166746,,,,0.263020843,,,,,
2/4/1982,,2.979166746,,,,0.2578125,,,,,
2/5/1982,,3.145833254,,,,0.265625,,,,,
2/8/1982,,3,,,,0.2578125,,,,,
2/9/1982,,2.958333254,,,,0.255208343,,,,,
2/10/1982,,2.916666746,,,,0.255208343,,,,,
2/11/1982,,2.916666746,,,,0.252604157,,,,,
2/12/1982,,2.916666746,,,,0.255208343,,,,,
2/16/1982,,3.041666746,,,,0.252604157,,,,,
2/17/1982,,3,,,,0.2578125,,,,,
2/18/1982,,3,,,,0.260416657,,,,,
2/19/1982,,2.958333254,,,,0.2578125,,,,,
